measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,81,Federal Republic of Germany,1,Male,6,5-9 years,339,Pertussis,1,Number,1981,0.24594223386407998,0.509732404407826,0.08899204721695292
1,Deaths,81,Federal Republic of Germany,2,Female,6,5-9 years,339,Pertussis,1,Number,1981,0.09075312737574553,0.21001307585738463,0.027268557725255185
1,Deaths,81,Federal Republic of Germany,1,Male,6,5-9 years,339,Pertussis,2,Percent,1981,0.0003200582377693758,0.0006623463423970552,0.00011628832268857044
1,Deaths,81,Federal Republic of Germany,2,Female,6,5-9 years,339,Pertussis,2,Percent,1981,0.00018770447568504926,0.00043726870254051636,5.695729965635805e-05
1,Deaths,81,Federal Republic of Germany,1,Male,6,5-9 years,339,Pertussis,3,Rate,1981,0.011820709277203327,0.02449924304178147,0.004277220311482219
1,Deaths,81,Federal Republic of Germany,2,Female,6,5-9 years,339,Pertussis,3,Rate,1981,0.00461573162313031,0.01068132882619386,0.001386887128291435
1,Deaths,81,Federal Republic of Germany,1,Male,7,10-14 years,339,Pertussis,1,Number,1981,0.019073797303571605,0.04775518483442934,0.004880166145140267
1,Deaths,81,Federal Republic of Germany,2,Female,7,10-14 years,339,Pertussis,1,Number,1981,0.0048810686914643915,0.011906286871282206,0.0010485034577235111
1,Deaths,81,Federal Republic of Germany,1,Male,7,10-14 years,339,Pertussis,2,Percent,1981,1.999700145268418e-05,4.996985723079974e-05,5.114910959359497e-06
1,Deaths,81,Federal Republic of Germany,2,Female,7,10-14 years,339,Pertussis,2,Percent,1981,8.190496953862042e-06,2.0049044091000366e-05,1.7582675445233234e-06
1,Deaths,81,Federal Republic of Germany,1,Male,7,10-14 years,339,Pertussis,3,Rate,1981,0.0006555520544825163,0.0016413097524392963,0.00016772763659723202
1,Deaths,81,Federal Republic of Germany,2,Female,7,10-14 years,339,Pertussis,3,Rate,1981,0.0001772781282504414,0.0004324307614528712,3.808115439440259e-05
1,Deaths,81,Federal Republic of Germany,1,Male,8,15-19 years,339,Pertussis,1,Number,1981,0.06486800251377331,0.16195118762743024,0.016847388062010988
1,Deaths,81,Federal Republic of Germany,2,Female,8,15-19 years,339,Pertussis,1,Number,1981,0.000738415565922767,0.0018411578784805476,0.00016746793533737545
1,Deaths,81,Federal Republic of Germany,1,Male,8,15-19 years,339,Pertussis,2,Percent,1981,1.661966264429162e-05,4.1432197507026277e-05,4.310902373579306e-06
1,Deaths,81,Federal Republic of Germany,2,Female,8,15-19 years,339,Pertussis,2,Percent,1981,4.859323769116753e-07,1.2108276505162738e-06,1.1039196262904285e-07
1,Deaths,81,Federal Republic of Germany,1,Male,8,15-19 years,339,Pertussis,3,Rate,1981,0.0018858257965671424,0.004708203052000032,0.0004897829096151327
1,Deaths,81,Federal Republic of Germany,2,Female,8,15-19 years,339,Pertussis,3,Rate,1981,2.2561052317388858e-05,5.625349889403196e-05,5.116702606221609e-06
1,Deaths,81,Federal Republic of Germany,1,Male,9,20-24 years,339,Pertussis,1,Number,1981,0.0023283941836295323,0.005291167750444188,0.0006466009123641861
1,Deaths,81,Federal Republic of Germany,2,Female,9,20-24 years,339,Pertussis,1,Number,1981,0.001159151742939596,0.0029888643027569653,0.00025703374794337893
1,Deaths,81,Federal Republic of Germany,1,Male,9,20-24 years,339,Pertussis,2,Percent,1981,5.246623957995728e-07,1.194186094649026e-06,1.4580708421635478e-07
1,Deaths,81,Federal Republic of Germany,2,Female,9,20-24 years,339,Pertussis,2,Percent,1981,8.136163056246118e-07,2.0994222874232812e-06,1.8047765201828545e-07
1,Deaths,81,Federal Republic of Germany,1,Male,9,20-24 years,339,Pertussis,3,Rate,1981,7.292258979926984e-05,0.00016571320188719316,2.0250786326336852e-05
1,Deaths,81,Federal Republic of Germany,2,Female,9,20-24 years,339,Pertussis,3,Rate,1981,3.760734528063617e-05,9.697026512309381e-05,8.339164364424687e-06
1,Deaths,81,Federal Republic of Germany,1,Male,10,25-29 years,339,Pertussis,1,Number,1981,7.0947507812977e-05,0.00019657230367366767,1.0840354353566797e-05
1,Deaths,81,Federal Republic of Germany,2,Female,10,25-29 years,339,Pertussis,1,Number,1981,9.906486976762316e-05,0.00025951088582927215,1.6381277890472248e-05
1,Deaths,81,Federal Republic of Germany,1,Male,10,25-29 years,339,Pertussis,2,Percent,1981,1.884892568530356e-08,5.226531871414864e-08,2.8830651696720418e-09
1,Deaths,81,Federal Republic of Germany,2,Female,10,25-29 years,339,Pertussis,2,Percent,1981,6.398385781556462e-08,1.679556474101575e-07,1.0558173581362516e-08
1,Deaths,81,Federal Republic of Germany,1,Male,10,25-29 years,339,Pertussis,3,Rate,1981,2.482352775055212e-06,6.877786388348254e-06,3.792886394698186e-07
1,Deaths,81,Federal Republic of Germany,2,Female,10,25-29 years,339,Pertussis,3,Rate,1981,3.576402335858106e-06,9.36876352270486e-06,5.913906781410122e-07
1,Deaths,81,Federal Republic of Germany,1,Male,11,30-34 years,339,Pertussis,1,Number,1981,8.611545105221741e-05,0.00020883019115597112,2.4959414425779903e-05
1,Deaths,81,Federal Republic of Germany,2,Female,11,30-34 years,339,Pertussis,1,Number,1981,4.8506437669434534e-05,0.000133059661528996,6.188895387747377e-06
1,Deaths,81,Federal Republic of Germany,1,Male,11,30-34 years,339,Pertussis,2,Percent,1981,2.2255292167700513e-08,5.4001225500179464e-08,6.459491324769187e-09
1,Deaths,81,Federal Republic of Germany,2,Female,11,30-34 years,339,Pertussis,2,Percent,1981,2.5443556487848017e-08,6.994226510325487e-08,3.251324180983315e-09
1,Deaths,81,Federal Republic of Germany,1,Male,11,30-34 years,339,Pertussis,3,Rate,1981,3.1168533565928684e-06,7.558377437606877e-06,9.03378356392891e-07
1,Deaths,81,Federal Republic of Germany,2,Female,11,30-34 years,339,Pertussis,3,Rate,1981,1.8327045968060357e-06,5.0273544100582334e-06,2.3383323062339675e-07
1,Deaths,81,Federal Republic of Germany,1,Male,12,35-39 years,339,Pertussis,1,Number,1981,7.535773247955417e-05,0.0002065031485366318,1.6911174147623864e-05
1,Deaths,81,Federal Republic of Germany,2,Female,12,35-39 years,339,Pertussis,1,Number,1981,6.172628675688946e-05,0.00016692640966935537,1.1724784342496613e-05
1,Deaths,81,Federal Republic of Germany,1,Male,12,35-39 years,339,Pertussis,2,Percent,1981,1.3727691507912596e-08,3.7650785199921254e-08,3.075991721454745e-09
