measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,186,Republic of Seychelles,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,0.18888648880822512,0.5273785111016975,0.019756548982995663
1,Deaths,186,Republic of Seychelles,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,0.3039484661612875,0.8081797273139915,0.03374760031426077
1,Deaths,186,Republic of Seychelles,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,0.0627711288011278,0.18111771281430145,0.0065061795219319
1,Deaths,186,Republic of Seychelles,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,0.10812024546411655,0.28479561968679784,0.01193060600907327
1,Deaths,186,Republic of Seychelles,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,4.478698667775987,12.50470295672095,0.4684486972481669
1,Deaths,186,Republic of Seychelles,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,7.287976652773268,19.378268488394234,0.8091888940375319
1,Deaths,186,Republic of Seychelles,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,0.05634174174931523,0.1653561444249865,0.005403753785931766
1,Deaths,186,Republic of Seychelles,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,0.08101378783089275,0.23163475245940485,0.008580704897410269
1,Deaths,186,Republic of Seychelles,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,0.02446479812804597,0.07387366088960973,0.0023511510531501654
1,Deaths,186,Republic of Seychelles,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,0.04157230731336102,0.12138402417334365,0.004259626038435039
1,Deaths,186,Republic of Seychelles,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,1.3007801425711452,3.8176311637146583,0.12475822368713205
1,Deaths,186,Republic of Seychelles,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,1.9031865688519753,5.4415940985293005,0.20157904906411797
1,Deaths,186,Republic of Seychelles,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,0.019708539726359522,0.05872764132751705,0.0018289902818337464
1,Deaths,186,Republic of Seychelles,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,0.022123207890883394,0.0704029908028924,0.0021182048436311283
1,Deaths,186,Republic of Seychelles,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,0.0033125191915656144,0.009923847538201403,0.00030698756876253213
1,Deaths,186,Republic of Seychelles,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,0.008035347912327882,0.02574802948231049,0.0007429261568375119
1,Deaths,186,Republic of Seychelles,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,0.48047665623910174,1.4317276229306357,0.04458915511299619
1,Deaths,186,Republic of Seychelles,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,0.5479077496668324,1.74361441843718,0.052459880815276
1,Deaths,186,Republic of Seychelles,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,0.010625727349930092,0.03194058230954899,0.0010498344072258352
1,Deaths,186,Republic of Seychelles,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,0.013735718171908598,0.04057900224088576,0.001317717736702219
1,Deaths,186,Republic of Seychelles,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,0.00133601108446247,0.004001700337857202,0.00012865678187508618
1,Deaths,186,Republic of Seychelles,2,Female,9,20-24 years,339,Pertussis,2,Percent,1980,0.004812255223601628,0.01466052799501879,0.00044895831747884026
1,Deaths,186,Republic of Seychelles,1,Male,9,20-24 years,339,Pertussis,3,Rate,1980,0.3283971823237757,0.987150986168071,0.0324460293291625
1,Deaths,186,Republic of Seychelles,2,Female,9,20-24 years,339,Pertussis,3,Rate,1980,0.4639075522625612,1.370507560451098,0.04450435005696877
1,Deaths,186,Republic of Seychelles,1,Male,10,25-29 years,339,Pertussis,1,Number,1980,0.0064777710071752485,0.02000451837038744,0.0006024046723640131
1,Deaths,186,Republic of Seychelles,2,Female,10,25-29 years,339,Pertussis,1,Number,1980,0.009092321937540157,0.02700443132616368,0.0008796213903171149
1,Deaths,186,Republic of Seychelles,1,Male,10,25-29 years,339,Pertussis,2,Percent,1980,0.0011664294200767777,0.0036685432752507218,0.00010746478194388737
1,Deaths,186,Republic of Seychelles,2,Female,10,25-29 years,339,Pertussis,2,Percent,1980,0.003526167248311765,0.01094475352094928,0.00033090758232583775
1,Deaths,186,Republic of Seychelles,1,Male,10,25-29 years,339,Pertussis,3,Rate,1980,0.2662098310903828,0.8221036913046934,0.024756362319762165
1,Deaths,186,Republic of Seychelles,2,Female,10,25-29 years,339,Pertussis,3,Rate,1980,0.44834267585312987,1.3315893436060864,0.043374157952343645
1,Deaths,186,Republic of Seychelles,1,Male,11,30-34 years,339,Pertussis,1,Number,1980,0.006509401042106934,0.0199447685892165,0.0006175889960333121
1,Deaths,186,Republic of Seychelles,2,Female,11,30-34 years,339,Pertussis,1,Number,1980,0.006181638743026587,0.018770947957093196,0.0006033815321835385
1,Deaths,186,Republic of Seychelles,1,Male,11,30-34 years,339,Pertussis,2,Percent,1980,0.001240248388023155,0.0038151128894421617,0.00011966769174393773
1,Deaths,186,Republic of Seychelles,2,Female,11,30-34 years,339,Pertussis,2,Percent,1980,0.0022764756716984595,0.0070198113362233356,0.0002126695104763756
1,Deaths,186,Republic of Seychelles,1,Male,11,30-34 years,339,Pertussis,3,Rate,1980,0.342361304265964,1.0489931321356774,0.032482032189221924
1,Deaths,186,Republic of Seychelles,2,Female,11,30-34 years,339,Pertussis,3,Rate,1980,0.38011582444131553,1.1542464150472278,0.03710259982716412
1,Deaths,186,Republic of Seychelles,1,Male,12,35-39 years,339,Pertussis,1,Number,1980,0.006043082861573296,0.018983843455190025,0.000554600977838284
1,Deaths,186,Republic of Seychelles,2,Female,12,35-39 years,339,Pertussis,1,Number,1980,0.005369326947830434,0.016210577145980527,0.0005177466995501802
1,Deaths,186,Republic of Seychelles,1,Male,12,35-39 years,339,Pertussis,2,Percent,1980,0.001134700577433325,0.003545727162420544,0.00010377677742134322
1,Deaths,186,Republic of Seychelles,2,Female,12,35-39 years,339,Pertussis,2,Percent,1980,0.0017445327265354505,0.005323937700596684,0.00016247464639728147
1,Deaths,186,Republic of Seychelles,1,Male,12,35-39 years,339,Pertussis,3,Rate,1980,0.3861834934163401,1.2131634054882952,0.035441801474478944
