measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,101,Canada,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,0.0002985184933572439,0.0006703722314736954,9.547615719091577e-05
1,Deaths,101,Canada,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,0.0070024258126131595,0.017572208312533172,0.001145545955982882
1,Deaths,101,Canada,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,8.2179153700575e-07,1.8464135944356822e-06,2.639645856279896e-07
1,Deaths,101,Canada,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,3.0650823062630074e-05,7.742333420673609e-05,5.036201141421238e-06
1,Deaths,101,Canada,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,3.1672966449107575e-05,7.112684027408017e-05,1.0130069629484207e-05
1,Deaths,101,Canada,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,0.0007833034450369287,0.0019656575701695565,0.00012814274906750557
1,Deaths,101,Canada,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,0.00010157454561237725,0.0002697589814305592,2.0324188761928045e-05
1,Deaths,101,Canada,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,0.00044353983677551624,0.0012408477145504483,7.496330856044782e-05
1,Deaths,101,Canada,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,2.493658053554409e-07,6.640240335585894e-07,4.994961692698492e-08
1,Deaths,101,Canada,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,1.961614530494225e-06,5.526229876892388e-06,3.3014997392796396e-07
1,Deaths,101,Canada,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,9.91527878285711e-06,2.6332734140605788e-05,1.9839615958407193e-06
1,Deaths,101,Canada,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,4.551401030804772e-05,0.000127330063701471,7.692388632663897e-06
1,Deaths,101,Canada,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,2.9760951948343723e-05,0.00011102620522443531,2.266165327950385e-06
1,Deaths,101,Canada,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,0.0003363914412021028,0.0009283827433507086,5.967178642705215e-05
1,Deaths,101,Canada,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,1.799807698725473e-08,6.70884341687814e-08,1.3700365252206484e-09
1,Deaths,101,Canada,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,5.859197705841477e-07,1.6124396077484519e-06,1.0383359001312231e-07
1,Deaths,101,Canada,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,2.4064730950072757e-06,8.97758835729141e-06,1.8324232034030887e-07
1,Deaths,101,Canada,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,2.839409516326609e-05,7.83628378547144e-05,5.036770187484835e-06
1,Deaths,101,Canada,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,0.0009444578446861892,0.0029079114381452774,0.00011879771010193679
1,Deaths,101,Canada,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,0.0005775653181840799,0.0016928340437148011,7.17321398613241e-05
1,Deaths,101,Canada,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,4.7548616909843815e-07,1.462472373777017e-06,5.968665082567261e-08
1,Deaths,101,Canada,2,Female,9,20-24 years,339,Pertussis,2,Percent,1980,9.688855901702957e-07,2.8374405760515516e-06,1.2079845897418235e-07
1,Deaths,101,Canada,1,Male,9,20-24 years,339,Pertussis,3,Rate,1980,8.002926144263698e-05,0.0002464038030333551,1.0066402702910938e-05
1,Deaths,101,Canada,2,Female,9,20-24 years,339,Pertussis,3,Rate,1980,4.9203528371411785e-05,0.000144214697932167,6.110952766183645e-06
1,Deaths,101,Canada,1,Male,10,25-29 years,339,Pertussis,1,Number,1980,3.19732258548739e-05,0.00012137776298929514,2.4248541614003483e-06
1,Deaths,101,Canada,2,Female,10,25-29 years,339,Pertussis,1,Number,1980,0.00036689076465989685,0.0011987738805456561,3.131265334164049e-05
1,Deaths,101,Canada,1,Male,10,25-29 years,339,Pertussis,2,Percent,1980,2.1289404036762645e-08,8.069158107223461e-08,1.6170033962098516e-09
1,Deaths,101,Canada,2,Female,10,25-29 years,339,Pertussis,2,Percent,1980,6.314598597599739e-07,2.079585761956655e-06,5.388141275355447e-08
1,Deaths,101,Canada,1,Male,10,25-29 years,339,Pertussis,3,Rate,1980,2.9446550137080002e-06,1.117859173676733e-05,2.2332307025535188e-07
1,Deaths,101,Canada,2,Female,10,25-29 years,339,Pertussis,3,Rate,1980,3.3666866755443933e-05,0.00011000266126526601,2.8733318724706675e-06
1,Deaths,101,Canada,1,Male,11,30-34 years,339,Pertussis,1,Number,1980,0.0005634816449239362,0.0017441825266760068,7.080773797090353e-05
1,Deaths,101,Canada,2,Female,11,30-34 years,339,Pertussis,1,Number,1980,2.01918605503766e-05,6.60002696354826e-05,2.663046879713968e-06
1,Deaths,101,Canada,1,Male,11,30-34 years,339,Pertussis,2,Percent,1980,3.9902061224730893e-07,1.2380681708623748e-06,5.009907810870243e-08
1,Deaths,101,Canada,2,Female,11,30-34 years,339,Pertussis,2,Percent,1980,3.0839661360995296e-08,1.005839118256071e-07,4.066127461414793e-09
1,Deaths,101,Canada,1,Male,11,30-34 years,339,Pertussis,3,Rate,1980,5.578340205501009e-05,0.00017267010561812531,7.009805113296829e-06
1,Deaths,101,Canada,2,Female,11,30-34 years,339,Pertussis,3,Rate,1980,2.0192988762513346e-06,6.60039573741655e-06,2.6631956763938444e-07
1,Deaths,101,Canada,1,Male,12,35-39 years,339,Pertussis,1,Number,1980,0.0005266197965386596,0.00147552278589789,0.00010581965243006428
1,Deaths,101,Canada,2,Female,12,35-39 years,339,Pertussis,1,Number,1980,0.0005489865650664636,0.0015082027684179408,9.102364050923434e-05
1,Deaths,101,Canada,1,Male,12,35-39 years,339,Pertussis,2,Percent,1980,3.5605651587050607e-07,9.963329404045022e-07,7.156985539089181e-08
1,Deaths,101,Canada,2,Female,12,35-39 years,339,Pertussis,2,Percent,1980,6.78401590460678e-07,1.8557209738773009e-06,1.1264566989980873e-07
1,Deaths,101,Canada,1,Male,12,35-39 years,339,Pertussis,3,Rate,1980,6.52807342599162e-05,0.00018290845029708303,1.3117593860253983e-05
1,Deaths,101,Canada,2,Female,12,35-39 years,339,Pertussis,3,Rate,1980,6.944077338688475e-05,0.00019077109227709987,1.1513491213916636e-05
1,Deaths,101,Canada,1,Male,13,40-44 years,339,Pertussis,1,Number,1980,0.0006545132579164919,0.0016905619165977985,0.00018576752000799506
1,Deaths,101,Canada,2,Female,13,40-44 years,339,Pertussis,1,Number,1980,0.0004771129120349865,0.0012994481017854424,0.00010251593970862299
