measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,102,United States of America,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,0.03262565687253744,0.04766465867770719,0.020421271752019233
1,Deaths,102,United States of America,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,0.029886522848177315,0.04413671657333695,0.016505066883760817
1,Deaths,102,United States of America,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,1.0895776081206239e-05,1.5934912728629547e-05,6.824912273487906e-06
1,Deaths,102,United States of America,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,1.4694019444235507e-05,2.174503818853132e-05,8.147815670462624e-06
1,Deaths,102,United States of America,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,0.0003779913978168404,0.0005522289108365741,0.00023659493155648345
1,Deaths,102,United States of America,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,0.0003626591790824756,0.0005355787115548796,0.00020028137890691763
1,Deaths,102,United States of America,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,0.06465552124539818,0.1004730075108706,0.03085899104941241
1,Deaths,102,United States of America,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,0.021724281424723147,0.03483838611674322,0.00906231428387142
1,Deaths,102,United States of America,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,1.79097910163849e-05,2.7835789498456018e-05,8.567210350936035e-06
1,Deaths,102,United States of America,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,1.0560303142199655e-05,1.6946806517101896e-05,4.403590000404403e-06
1,Deaths,102,United States of America,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,0.0006797181211289612,0.001056264377333833,0.00032441800811458044
1,Deaths,102,United States of America,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,0.00023865412479705448,0.00038272034805124274,9.955490088578323e-05
1,Deaths,102,United States of America,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,0.008242366350712094,0.012974686064866696,0.0037483478475574916
1,Deaths,102,United States of America,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,0.013195893126651183,0.021628909605746822,0.005638455607393802
1,Deaths,102,United States of America,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,5.492099135839368e-07,8.656447642618635e-07,2.498440899253604e-07
1,Deaths,102,United States of America,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,2.4262312404334915e-06,3.977439446999945e-06,1.0359682743144962e-06
1,Deaths,102,United States of America,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,7.560263334911252e-05,0.00011900956492879134,3.438150598090573e-05
1,Deaths,102,United States of America,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,0.0001253098186206164,0.00020539077678523567,5.3543465582933317e-05
1,Deaths,102,United States of America,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,0.010778349804531294,0.017128846520826163,0.0050677589718867815
1,Deaths,102,United States of America,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,0.017215672596121834,0.027403048397483212,0.007398284152040561
1,Deaths,102,United States of America,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,5.04062198149453e-07,8.018429225011212e-07,2.3715819712169276e-07
1,Deaths,102,United States of America,2,Female,9,20-24 years,339,Pertussis,2,Percent,1980,2.613257768860924e-06,4.15928699372402e-06,1.1234743210965502e-06
1,Deaths,102,United States of America,1,Male,9,20-24 years,339,Pertussis,3,Rate,1980,9.907261965717508e-05,0.0001574452237401411,4.658191339502629e-05
