measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,36,Republic of Kazakhstan,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,0.0001206971178414634,0.0002833868965171953,3.1196005383825964e-05
1,Deaths,36,Republic of Kazakhstan,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,0.0001813724155205564,0.00044653978478582896,3.732597409914397e-05
1,Deaths,36,Republic of Kazakhstan,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,1.450184120269506e-07,3.4756335550325697e-07,3.630783587987501e-08
1,Deaths,36,Republic of Kazakhstan,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,3.366114292524772e-07,8.489876275671347e-07,6.793164381015057e-08
1,Deaths,36,Republic of Kazakhstan,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,1.4937892595329127e-05,3.507294207851644e-05,3.860925481576123e-06
1,Deaths,36,Republic of Kazakhstan,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,2.2914601492555617e-05,5.641586229951879e-05,4.715765731787351e-06
1,Deaths,36,Republic of Kazakhstan,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,2.7507230179436766e-05,8.414443730224979e-05,3.4865153962500877e-06
1,Deaths,36,Republic of Kazakhstan,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,6.551163972522036e-05,0.00018723519004662279,8.806803681316589e-06
1,Deaths,36,Republic of Kazakhstan,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,5.2235329973863194e-08,1.5903232552200672e-07,6.417106434273161e-09
1,Deaths,36,Republic of Kazakhstan,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,1.9024920762613304e-07,5.431270673474946e-07,2.5132087226135153e-08
1,Deaths,36,Republic of Kazakhstan,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,3.5754481531565806e-06,1.0937272527556588e-05,4.53184670108782e-07
1,Deaths,36,Republic of Kazakhstan,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,8.72649747550042e-06,2.49407192389001e-05,1.173112906570261e-06
1,Deaths,36,Republic of Kazakhstan,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,6.390923942375277e-05,0.000207488141119831,6.653994569799346e-06
1,Deaths,36,Republic of Kazakhstan,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,5.070756702794926e-06,1.4434130293600129e-05,7.097921413407554e-07
1,Deaths,36,Republic of Kazakhstan,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,5.776144323199518e-08,1.845965399818396e-07,5.8719135668738676e-09
1,Deaths,36,Republic of Kazakhstan,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,1.0338802931358044e-08,2.8971557452874216e-08,1.4194222338137227e-09
1,Deaths,36,Republic of Kazakhstan,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,7.839118093057525e-06,2.5450530405511567e-05,8.161800968614562e-07
1,Deaths,36,Republic of Kazakhstan,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,6.555593633964381e-07,1.8660783431471276e-06,9.176359892492336e-08
1,Deaths,36,Republic of Kazakhstan,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,2.8301244378714455e-06,7.797237251116692e-06,5.557894069921051e-07
1,Deaths,36,Republic of Kazakhstan,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,1.7753107777687255e-05,6.361413474449778e-05,1.4270916946794932e-06
1,Deaths,36,Republic of Kazakhstan,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,1.3640143301753689e-09,3.7162199381536394e-09,2.6820621063146505e-10
1,Deaths,36,Republic of Kazakhstan,2,Female,9,20-24 years,339,Pertussis,2,Percent,1980,2.657206728997771e-08,9.139059894165526e-08,2.0842586479944712e-09
1,Deaths,36,Republic of Kazakhstan,1,Male,9,20-24 years,339,Pertussis,3,Rate,1980,3.771635420913505e-07,1.0391181323354164e-06,7.406865175004556e-08
1,Deaths,36,Republic of Kazakhstan,2,Female,9,20-24 years,339,Pertussis,3,Rate,1980,2.445781514671746e-06,8.763889499137535e-06,1.9660526654242936e-07
1,Deaths,36,Republic of Kazakhstan,1,Male,10,25-29 years,339,Pertussis,1,Number,1980,4.455218715494589e-06,1.1530760873258545e-05,1.115045162936597e-06
